DE;CODDIST;DISTR;CATEG;TIPOESC;CODESCMEC;NOMESC;;ENDESC;NUMESC;COMPLEND;BAIESC;CODCEP;COMPCEP;CEP;CAIXAPOSTA;CEPPOSTAL;DDD;FONE1;FONE1;FONE2;FONE2;FAX;EMAIL;FAX;email;SETOR
LESTE 2;36;ITAIM PAULISTA;1;08;35039135;DULCE LEITE DA SILVA PROFA;Dulce Leite Da Silva Profa;R PAULO MARTINS GARRO;25;;JARDIM SAO LUIS (ZONA LESTE);08121;080;08121-080;;;011;29632653;+55 11 2963-2653;29630813;+55 11 2963-0813;;E039135A@EDUCACAO.SP.GOV.BR;;e039135a@educacao.sp.gov.br;06
LESTE 2;36;ITAIM PAULISTA;1;08;35915695;RENATO DIAS DE ARAUJO PROF;Renato Dias De Araujo Prof;R CARMEM DE ALMEIDA;36;;ITAIM PAULISTA;08131;340;08131-340;;;011;29633157;+55 11 2963-3157;;;;E915695A@EDUCACAO.SP.GOV.BR;;e915695a@educacao.sp.gov.br;06
LESTE 2;36;ITAIM PAULISTA;1;08;35924829;JOAO DORIA DEPUTADO;Joao Doria Deputado;RUA JOSE ALVES IRMAO;30;;ITAIM PAULISTA;08140;000;08140-000;;;011;25691714;+55 11 2569-1714;;;;E924829A@EDUCACAO.SP.GOV.BR;;e924829a@educacao.sp.gov.br;08
LESTE 2;36;ITAIM PAULISTA;1;08;35925391;REPUBLICA DA GUATEMALA;Republica Da Guatemala;R MANFREDO FEST;160;;JARDIM NELIA;08142;800;08142-800;;;011;25619911;+55 11 2561-9911;;;25616026;E925391A@EDUCACAO.SP.GOV.BR;+55 11 2561-6026;e925391a@educacao.sp.gov.br;10
LESTE 2;36;ITAIM PAULISTA;2;34;35559714;CENTRO ATEND SOCIO-EDUC ADOLESCENTE-ENCOSTA NORTE-UI;Centro Atend Socio-Educ Adolescente-Encosta Norte-Ui;R ARY CORDOVIL;250;;ITAIM PAULISTA;08131;300;08131-300;;;011;25665101;+55 11 2566-5101;;;;;;;05
LESTE 2;44;JARDIM HELENA;1;08;35002860;ESTELA BORGES MORATO;Estela Borges Morato;R TUJUMIRIM;419;;JARDIM HELENA;08081;180;08081-180;;;011;25814357;+55 11 2581-4357;25818012;+55 11 2581-8012;25814357;E002860A@EDUCACAO.SP.GOV.BR;+55 11 2581-4357;e002860a@educacao.sp.gov.br;02
LESTE 2;36;ITAIM PAULISTA;1;08;35916511;RUBEM BRAGA CRONISTA;Rubem Braga Cronista;R PADRE VIRGILIO CAMPELO;100;;ITAIM PAULISTA;08131;310;08131-310;;;011;29633156;+55 11 2963-3156;29631139;+55 11 2963-1139;;E916511A@EDUCACAO.SP.GOV.BR;;e916511a@educacao.sp.gov.br;10
LESTE 2;36;ITAIM PAULISTA;1;08;35925385;ANTONIO JOSE DE SUCRE;Antonio Jose De Sucre;R VALDOMIRO GONZAGA SILVA;809;;JARDIM DAS OLIVEIRAS;08111;540;08111-540;;;011;25691140;+55 11 2569-1140;25695540;+55 11 2569-5540;;E925385A@EDUCACAO.SP.GOV.BR;;e925385a@educacao.sp.gov.br;07
LESTE 2;44;JARDIM HELENA;1;08;35037023;HECKEL TAVARES;Heckel Tavares;AV DOUTOR JOSE ARTUR NOVA;2737;;CHACARA TRES MENINAS;08090;000;08090-000;;;011;25814523;+55 11 2581-4523;;;;E037023A@EDUCACAO.SP.GOV.BR;;e037023a@educacao.sp.gov.br;01
LESTE 2;44;JARDIM HELENA;1;08;35434292;CRISTINA DE CASTRO PAES PROFESSORA;Cristina De Castro Paes Professora;AV DOUTOR JOSE ARTUR NOVA;2707;;PARQUE PAULISTANO;08090;000;08090-000;;;011;21562326;+55 11 2156-2326;;;21562164;E434292A@EDUCACAO.SP.GOV.BR;+55 11 2156-2164;e434292a@educacao.sp.gov.br;01
LESTE 2;44;JARDIM HELENA;1;08;35907157;CAETANO ZAMITTI MAMMANA PROF;Caetano Zamitti Mammana Prof;R CARLO BIBIENA;152;;PARQUE PAULISTANO;08081;380;08081-380;;;011;25810595;+55 11 2581-0595;;;;E905157A@EDUCACAO.SP.GOV.BR;;e905157a@educacao.sp.gov.br;03
LESTE 2;44;JARDIM HELENA;1;08;35003013;DIOGO DE FARIA DR;Diogo De Faria Dr;R SANTA ROSA DE LIMA;591;;PARQUE PAULISTANO;08080;000;08080-000;;;011;25814403;+55 11 2581-4403;25816645;+55 11 2581-6645;25814403;E003013A@EDUCACAO.SP.GOV.BR;+55 11 2581-4403;e003013a@educacao.sp.gov.br;03
LESTE 2;74;SAO MIGUEL;1;08;35003037;ATAULPHO ALVES;Ataulpho Alves;R MARIA SUSANO POLILO;485;;VILA ROSARIA;08021;300;08021-300;;;011;22974441;+55 11 2297-4441;22970224;+55 11 2297-0224;22974441;E003037A@EDUCACAO.SP.GOV.BR;+55 11 2297-4441;e003037a@educacao.sp.gov.br;05
LESTE 2;84;VILA CURUCA;1;08;35002948;PLINIO CAIADO DE CASTRO DR;Plinio Caiado De Castro Dr;AV JOAO BATISTA SANTIAGO;SN;;PARQUE SANTA RITA;08150;030;08150-030;;;011;20351791;+55 11 2035-1791;;;;E002948A@EDUCACAO.SP.GOV.BR;;e002948a@educacao.sp.gov.br;06
LESTE 2;96;LAJEADO;1;08;35483643;VILA YOLANDA IV;Vila Yolanda Iv;RUA FRANCISCO FERNANDES FRAZAO;37;;VILA IOLANDA;08115;100;08115-100;;;011;20169079;+55 11 2016-9079;;;;E483643A@EDUCACAO.SP.GOV.BR;;e483643a@educacao.sp.gov.br;02
LESTE 3;25;CIDADE TIRADENTES;1;08;35904296;MARIUMA BUAZAR MAUAD;Mariuma Buazar Mauad;RUA PADRE ALDEMAR MOREIRA;461;;CIDADE TIRADENTES;08471;010;08471-010;;;011;22820525;+55 11 2282-0525;29642357;+55 11 2964-2357;22820525;E904296A@EDUCACAO.SP.GOV.BR;+55 11 2282-0525;e904296a@educacao.sp.gov.br;06
LESTE 3;25;CIDADE TIRADENTES;1;08;35904582;MARIA ANTONIETA FERRAZ BIBLIOTECARIA;Maria Antonieta Ferraz Bibliotecaria;R RAFAEL DELLA MONICA;300;;CIDADE TIRADENTES;08470;480;08470-480;;;011;29642875;+55 11 2964-2875;22820464;+55 11 2282-0464;22820464;E904582A@EDUCACAO.SP.GOV.BR;+55 11 2282-0464;e904582a@educacao.sp.gov.br;06
LESTE 2;44;JARDIM HELENA;1;08;35910776;FERNANDES SOARES PROF;Fernandes Soares Prof;R ERVA DO SERENO;500;;JARDIM MAIA;08180;010;08180-010;;;011;25811717;+55 11 2581-1717;25811041;+55 11 2581-1041;25811717;E910776A@EDUCACAO.SP.GOV.BR;+55 11 2581-1717;e910776a@educacao.sp.gov.br;04
LESTE 2;84;VILA CURUCA;1;08;35036791;FORCA AEREA BRASILEIRA;Forca Aerea Brasileira;R ARMANDO MAMEDE JUNIOR;450;;PARQUE SANTA RITA;08150;070;08150-070;;;011;20351752;+55 11 2035-1752;20358235;+55 11 2035-8235;20358235;E036791A@EDUCACAO.SP.GOV.BR;+55 11 2035-8235;e036791a@educacao.sp.gov.br;06
LESTE 2;84;VILA CURUCA;1;08;35900060;EUNICE MARQUES MOURA BASTOS PROFA;Eunice Marques Moura Bastos Profa;R NARCEJA;100;;VILA NOVA CURUCA;08032;340;08032-340;;;011;20351703;+55 11 2035-1703;20340111;+55 11 2034-0111;;E900060A@EDUCACAO.SP.GOV.BR;;e900060a@educacao.sp.gov.br;01
LESTE 2;84;VILA CURUCA;1;08;35910260;JOSE BORGES ANDRADE;Jose Borges Andrade;RAINHA MARGARIDA;20;;VILA CURUCA;08030;660;08030-660;;;011;20354955;+55 11 2035-4955;;;20357358;E910260A@EDUCACAO.SP.GOV.BR;+55 11 2035-7358;e910260a@educacao.sp.gov.br;03
LESTE 2;96;LAJEADO;1;08;35444121;MARILIA SANTOS CARVALHO DE POLILLO PROFESSORA;Marilia Santos Carvalho De Polillo Professora;R ISABELA;363;;JARDIM LAJEADO;08440;520;08440-520;;;011;25524252;+55 11 2552-4252;;;;E444121A@EDUCACAO.SP.GOV.BR;;e444121a@educacao.sp.gov.br;05
LESTE 2;96;LAJEADO;1;08;35923540;GIORGIO GAGLIANI CAPUTO PADRE;Giorgio Gagliani Caputo Padre;RUA QUIMANGA;40;;VILA IOLANDA(LAJEADO);08451;060;08451-060;;;011;29610396;+55 11 2961-0396;;;;E923540A@EDUCACAO.SP.GOV.BR;;e923540a@educacao.sp.gov.br;02
LESTE 3;25;CIDADE TIRADENTES;1;08;35906177;CAMILO CASTELO BRANCO;Camilo Castelo Branco;R EDMUNDO ORIOLI;85;;CIDADE TIRADENTES;08470;600;08470-600;;;011;22820090;+55 11 2282-0090;22821750;+55 11 2282-1750;;E906177A@EDUCACAO.SP.GOV.BR;;e906177a@educacao.sp.gov.br;07
LESTE 3;25;CIDADE TIRADENTES;1;08;35920265;FULVIO ABRAMO;Fulvio Abramo;R JOSE ROMEIRO;SN;;CIDADE TIRADENTES;08475;350;08475-350;;;011;29642257;+55 11 2964-2257;29648541;+55 11 2964-8541;;E920265A@EDUCACAO.SP.GOV.BR;;e920265a@educacao.sp.gov.br;06
LESTE 3;25;CIDADE TIRADENTES;1;08;35926048;BARRO BRANCO II;Barro Branco Ii;RUA EDUARDO REUTER;415B;;BARRO BRANCO;08473;533;08473-533;;;011;25583595;+55 11 2558-3595;22856811;+55 11 2285-6811;;E926048A@EDUCACAO.SP.GOV.BR;;e926048a@educacao.sp.gov.br;02
LESTE 3;31;GUAIANASES;1;08;35003141;LUIZ ROSANOVA PROFESSOR;Luiz Rosanova Professor;AV MIGUEL ACHIOLE DA FONSECA;1447;;JARDIM SAO PAULO(ZONA LESTE);08461;110;08461-110;;;011;25559016;+55 11 2555-9016;25553470;+55 11 2555-3470;25559016;E003141A@EDUCACAO.SP.GOV.BR;+55 11 2555-9016;e003141a@educacao.sp.gov.br;04
LESTE 3;31;GUAIANASES;1;08;35904302;AQUILINO RIBEIRO;Aquilino Ribeiro;R ONOFRE LEITE MEIRELLES;1;;JARDIM SAO PAULO(ZONA LESTE);08461;620;08461-620;;;011;25552788;+55 11 2555-2788;25556909;+55 11 2555-6909;;E904302A@EDUCACAO.SP.GOV.BR;;e904302a@educacao.sp.gov.br;04
NORTE 1;42;JARAGUA;1;08;35037692;ANA SIQUEIRA DA SILVA;Ana Siqueira Da Silva;R MAURO DE ARAUJO RIBEIRO;678;;CIDADE D'ABRIL;05182;000;05182-000;;;011;39412997;+55 11 3941-2997;39420881;+55 11 3942-0881;;E037692A@EDUCACAO.SP.GOV.BR;;e037692a@educacao.sp.gov.br;04
NORTE 1;42;JARAGUA;1;08;35910296;FRIEDRICH VON VOITH;Friedrich Von Voith;R ANTONIO DE CABEZON;398;;PARQUE NACOES UNIDAS;02996;000;02996-000;;;011;39411291;+55 11 3941-1291;39420893;+55 11 3942-0893;;E910296A@EDUCACAO.SP.GOV.BR;;e910296a@educacao.sp.gov.br;05
NORTE 1;63;PIRITUBA;1;08;35000206;ALIPIO DE BARROS PROFESSOR;Alipio De Barros Professor;AVENIDA COMENDADOR FEIZ ZARZUR;SN;;JARDIM CIDADE PIRITUBA;02942;000;02942-000;;;011;39747091;+55 11 3974-7091;39727243;+55 11 3972-7243;;E000206A@EDUCACAO.SP.GOV.BR;;e000206a@educacao.sp.gov.br;04
NORTE 1;63;PIRITUBA;1;08;35036500;GERALDO HOMERO FRANCA OTTONI PROFESSOR;Geraldo Homero Franca Ottoni Professor;R BERNARDO ROLIM DE MOURA;129;;VILA MIRANTE;02955;110;02955-110;;;011;39719003;+55 11 3971-9003;;;39748627;E036500A@EDUCACAO.SP.GOV.BR;+55 11 3974-8627;e036500a@educacao.sp.gov.br;04
NORTE 1;63;PIRITUBA;1;08;35479500;CYNIRA STOCCO FAUSTO PROFESSORA;Cynira Stocco Fausto Professora;AV ELISIO TEIXEIRA LEITE;4511;;VILA BRASILANDIA;02801;000;02801-000;;;011;39713932;+55 11 3971-3932;;;;E479500A@EDUCACAO.SP.GOV.BR;;e479500a@educacao.sp.gov.br;03
NORTE 1;63;PIRITUBA;1;08;35904260;FELICIA DE RINALDIS FRANCO;Felicia De Rinaldis Franco;R CAMPINORTE;58;;JARDIM SYDNEY;02981;040;02981-040;;;011;31747053;+55 11 3174-7053;39719695;+55 11 3971-9695;;E904260A@EDUCACAO.SP.GOV.BR;;e904260a@educacao.sp.gov.br;03
LESTE 3;31;GUAIANASES;1;08;35904867;INES BREGA CORDEIRO PROFESSORA;Ines Brega Cordeiro Professora;R CENTRALINA;387;;VILA PRINCESA ISABEL;08410;100;08410-100;;;011;25578199;+55 11 2557-8199;25577671;+55 11 2557-7671;25578199;E904867A@EDUCACAO.SP.GOV.BR;+55 11 2557-8199;e904867a@educacao.sp.gov.br;01
LESTE 3;33;IGUATEMI;1;08;35003323;RITA PINTO DE ARAUJO PROFESSORA;Rita Pinto De Araujo Professora;AV SAPOPEMBA;30500;KM 30,5;TERCEIRA DIVISAO,IGUATEMI, SAO MATEUS, SAO PAULO,S.P;08330;180;08330-180;;;011;27310141;+55 11 2731-0141;27344138;+55 11 2734-4138;27310141;E003323A@EDUCACAO.SP.GOV.BR;+55 11 2731-0141;e003323a@educacao.sp.gov.br;08
LESTE 3;33;IGUATEMI;1;08;35925412;JARDIM LIMOEIRO III;Jardim Limoeiro Iii;RUA GOLFO DA CALIFORNIA;8;;3 DIVISAO;08382;190;08382-190;;;011;27319161;+55 11 2731-9161;27361066;+55 11 2736-1066;;E925412A@EDUCACAO.SP.GOV.BR;;e925412a@educacao.sp.gov.br;02
LESTE 3;75;SAO RAFAEL;1;08;35909117;ISAAC SCHRAIBER PROFESSOR;Isaac Schraiber Professor;R ALVARO DO PRADO;165;;PARQUE SAO RAFAEL;08311;060;08311-060;;;011;29629018;+55 11 2962-9018;29625969;+55 11 2962-5969;;E909117A@EDUCACAO.SP.GOV.BR;;e909117a@educacao.sp.gov.br;04
CENTRO OESTE;02;ALTO DE PINHEIROS;1;08;35003803;VICTOR OLIVA PROFESSOR;Victor Oliva Professor;R ALVILANDIA;409;;VILA MADALENA;05449;070;05449-070;;;011;30215191;+55 11 3021-5191;30216072;+55 11 3021-6072;30215191;E003803A@EDUCACAO.SP.GOV.BR;+55 11 3021-5191;e003803a@educacao.sp.gov.br;02
CENTRO OESTE;15;CAMPO BELO;1;08;35003992;MARIO DE ANDRADE;Mario De Andrade;R JOAQUIM NABUCO;570;;BROOKLIN PAULISTA;04621;003;04621-003;;;011;55611331;+55 11 5561-1331;;;50448177;E003992A@EDUCACAO.SP.GOV.BR;+55 11 5044-8177;e003992a@educacao.sp.gov.br;02
LESTE 3;25;CIDADE TIRADENTES;1;08;35922912;COHAB INACIO MONTEIRO III;Cohab Inacio Monteiro Iii;R IGARAPE DA BELA AURORA;435;;CONJUNTO HABITACIONAL INACIO MONTEIRO;08472;200;08472-200;;;011;25553366;+55 11 2555-3366;25556402;+55 11 2555-6402;25553366;E922912A@EDUCACAO.SP.GOV.BR;+55 11 2555-3366;e922912a@educacao.sp.gov.br;01
LESTE 3;31;GUAIANASES;1;08;35003256;PEDRO TAQUES;Pedro Taques;R COMANDANTE CARLOS RUHL;56;;VILA PRINCESA ISABEL;08410;130;08410-130;;;011;29612380;+55 11 2961-2380;25579714;+55 11 2557-9714;;E003256A@EDUCACAO.SP.GOV.BR;;e003256a@educacao.sp.gov.br;01
LESTE 3;31;GUAIANASES;1;08;35914712;SERGIO ESTANISLAU CAMARGO;Sergio Estanislau Camargo;R OTELO AUGUSTO RIBEIRO;1309;;GUAIANAZES;08412;000;08412-000;;;011;25576088;+55 11 2557-6088;25519442;+55 11 2551-9442;;E914712A@EDUCACAO.SP.GOV.BR;;e914712a@educacao.sp.gov.br;02
LESTE 3;47;JOSE BONIFACIO;1;08;35433482;JARDIM PEDRA BRANCA;Jardim Pedra Branca;R BEGONIA REAL;200;;CIDADE TIRADENTES;08490;850;08490-850;;;011;22853654;+55 11 2285-3654;22853581;+55 11 2285-3581;;E433482A@EDUCACAO.SP.GOV.BR;;e433482a@educacao.sp.gov.br;06
LESTE 3;47;JOSE BONIFACIO;2;34;35559751;CENTRO ATEND SOCIO-EDUC ADOLESC FAZ DO CARMO INT UI;Centro Atend Socio-Educ Adolesc Faz Do Carmo Int Ui;RUA PROFESSOR HASEGAWA;100;;COLONIA (ZONA LESTE);08260;090;08260-090;;;011;29279000;+55 11 2927-9000;;;;;;;01
LESTE 3;75;SAO RAFAEL;1;08;35039251;CARLOS HENRIQUE LIBERALLI PROFESSOR;Carlos Henrique Liberalli Professor;R DONA MARIA FERRAZ DO AMARAL;128;;JARDIM SAO FRANCISCO;08390;255;08390-255;;;011;27512329;+55 11 2751-2329;27519400;+55 11 2751-9400;27512329;E039251A@EDUCACAO.SP.GOV.BR;+55 11 2751-2329;e039251a@educacao.sp.gov.br;05
LESTE 3;75;SAO RAFAEL;1;08;35040472;ORLANDO SILVA;Orlando Silva;R PIRES RODOVALHO;45;;PARQUE SAO RAFAEL;08311;230;08311-230;;;011;27540408;+55 11 2754-0408;27540532;+55 11 2754-0532;27540408;E040472A@EDUCACAO.SP.GOV.BR;+55 11 2754-0408;e040472a@educacao.sp.gov.br;02
CENTRO OESTE;32;MOEMA;1;08;35003888;MARTIM FRANCISCO;Martim Francisco;R DOMINGOS FERNANDES;583;;VILA NOVA CONCEICAO;04509;011;04509-011;;;011;38424925;+55 11 3842-4925;38466415;+55 11 3846-6415;38424925;E003888A@EDUCACAO.SP.GOV.BR;+55 11 3842-4925;e003888a@educacao.sp.gov.br;01
CENTRO OESTE;35;ITAIM BIBI;1;08;35003736;LUDOVINA CREDIDIO PEIXOTO;Ludovina Credidio Peixoto;RUA JESUINO ARRUDA;205;;ITAIM BIBI;04532;080;04532-080;;;011;38427353;+55 11 3842-7353;31683582;+55 11 3168-3582;38427353;E003736A@EDUCACAO.SP.GOV.BR;+55 11 3842-7353;e003736a@educacao.sp.gov.br;01
CENTRO OESTE;48;LAPA;1;08;35003360;ALFREDO PAULINO;Alfredo Paulino;RUA CAATIVA;15;;ALTO DA LAPA;05059;040;05059-040;;;011;38362335;+55 11 3836-2335;38318647;+55 11 3831-8647;38318647;E003360A@EDUCACAO.SP.GOV.BR;+55 11 3831-8647;e003360a@educacao.sp.gov.br;03
CENTRO OESTE;48;LAPA;1;08;35003372;ROMEU DE MORAES;Romeu De Moraes;RUA TONELERO;407;;VILA IPOJUCA;05056;000;05056-000;;;011;36735680;+55 11 3673-5680;;;38627440;E003372A@EDUCACAO.SP.GOV.BR;+55 11 3862-7440;e003372a@educacao.sp.gov.br;03
NORTE 1;63;PIRITUBA;2;34;35559337;CENTRO ATEND SOCIOEDUC ADOLESCENTE PIRITUBA UI;Centro Atend Socioeduc Adolescente Pirituba Ui;R STEFANO MAUSER;651;;JARDIM REGINA;05175;200;05175-200;;;011;39016989;+55 11 3901-6989;39046132;+55 11 3904-6132;;E559337A@EDUCACAO.SP.GOV.BR;;e559337a@educacao.sp.gov.br;06
NORTE 1;95;SAO DOMINGOS;1;08;35000176;ZENAIDE VILALVA DE ARAUJO PROFESSORA;Zenaide Vilalva De Araujo Professora;R BELO JARDIM;674;;JARDIM MUTINGA;05159;200;05159-200;;;011;39040216;+55 11 3904-0216;39013415;+55 11 3901-3415;;E000176A@EDUCACAO.SP.GOV.BR;;e000176a@educacao.sp.gov.br;01
CENTRO;06;BARRA FUNDA;1;08;35003448;PEDRO II;Pedro Ii;RUA MARTA;33;;BARRA FUNDA;01155;010;01155-010;;;011;38268650;+55 11 3826-8650;;;38268650;E003448A@EDUCACAO.SP.GOV.BR;+55 11 3826-8650;e003448a@educacao.sp.gov.br;04
CENTRO;09;BOM RETIRO;1;08;35003505;DEODORO MARECHAL;Deodoro Marechal;RUA DOS ITALIANOS;405;;BOM RETIRO;01131;000;01131-000;;;011;33374014;+55 11 3337-4014;32215627;+55 11 3221-5627;;E003505A@EDUCACAO.SP.GOV.BR;;e003505a@educacao.sp.gov.br;01
CENTRO;10;BRAS;1;08;35001405;ROMAO PUIGARI;Romao Puigari;AVENIDA RANGEL PESTANA;1482;;BRAS;03002;000;03002-000;;;011;33266571;+55 11 3326-6571;33117497;+55 11 3311-7497;33266571;E001405A@EDUCACAO.SP.GOV.BR;+55 11 3326-6571;e001405a@educacao.sp.gov.br;04
CENTRO;10;BRAS;1;08;35001659;ANCHIETA PADRE;Anchieta Padre;RUA VISCONDE DE ABAETE;154;;BRAS;03012;050;03012-050;;;011;26932120;+55 11 2693-2120;27966399;+55 11 2796-6399;26932120;E001659A@EDUCACAO.SP.GOV.BR;+55 11 2693-2120;e001659a@educacao.sp.gov.br;01
CENTRO OESTE;35;ITAIM BIBI;1;08;35004133;ENNIO VOSS PROFESSOR;Ennio Voss Professor;AVENIDA PORTUGAL;1220;;BROOKLIN PAULISTA;04559;002;04559-002;;;011;55310891;+55 11 5531-0891;55613910;+55 11 5561-3910;50447379;E004133A@EDUCACAO.SP.GOV.BR;+55 11 5044-7379;e004133a@educacao.sp.gov.br;04
CENTRO OESTE;41;JAGUARE;1;08;35004005;MARIA EUGENIA MARTINS PROFESSORA;Maria Eugenia Martins Professora;R ALARICO FRANCO CAIUBI;651;;JAGUARE;05330;012;05330-012;;;011;37686144;+55 11 3768-6144;37633425;+55 11 3763-3425;37684984;E004005A@EDUCACAO.SP.GOV.BR;+55 11 3768-4984;e004005a@educacao.sp.gov.br;01
CENTRO OESTE;48;LAPA;1;08;35003517;MARINA CERQUEIRA CESAR PROFESSORA;Marina Cerqueira Cesar Professora;RUA ACURUA;241;;VILA ROMANA;05053;000;05053-000;;;011;36722057;+55 11 3672-2057;38624034;+55 11 3862-4034;36722057;E03517A@EDUCACAO.SP.GOV.BR;+55 11 3672-2057;e03517a@educacao.sp.gov.br;03
CENTRO OESTE;67;RIO PEQUENO;1;08;35037436;ALMEIDA JUNIOR PROFESSOR;Almeida Junior Professor;AVENIDA ENGENHEIRO HEITOR ANTONIO EIRAS GARCIA;1874;;JARDIM MARIA LUIZA;05588;001;05588-001;;;011;37350694;+55 11 3735-0694;;;37354719;E037436A@EDUCACAO.SP.GOV.BR;+55 11 3735-4719;e037436a@educacao.sp.gov.br;04
CENTRO OESTE;67;RIO PEQUENO;1;08;35043308;JOSE AMERICO DE ALMEIDA DOUTOR;Jose Americo De Almeida Doutor;R RAMON BAYEU;21;;VILA NOVA ALBA;05363;200;05363-200;;;011;37354851;+55 11 3735-4851;37312948;+55 11 3731-2948;37312948;E043308A@EDUCACAO.SP.GOV.BR;+55 11 3731-2948;e043308a@educacao.sp.gov.br;05
CENTRO OESTE;48;LAPA;1;08;35003585;MANUEL CIRIDIAO BUARQUE PROFESSOR;Manuel Ciridiao Buarque Professor;RUA CERRO CORA;770;;VILA ROMANA;05061;100;05061-100;;;011;30210211;+55 11 3021-0211;;;30219086;E003585A@EDUCACAO.SP.GOV.BR;+55 11 3021-9086;e003585a@educacao.sp.gov.br;03
CENTRO OESTE;48;LAPA;1;08;35003669;ALEXANDRE VON HUMBOLDT;Alexandre Von Humboldt;AV RAIMUNDO PEREIRA DE MAGALHAES;1201;;VILA ANASTACIO;05092;040;05092-040;;;011;38327913;+55 11 3832-7913;38364125;+55 11 3836-4125;;E003669A@EDUCACAO.SP.GOV.BR;;e003669a@educacao.sp.gov.br;02
CENTRO OESTE;48;LAPA;1;08;35925767;RAUL CORTEZ - RAUL CRISTIANO MACHADO CORTEZ;Raul Cortez - Raul Cristiano Machado Cortez;RUA  FAUSTOLO;213;;AGUA BRANCA;05041;000;05041-000;;;011;38711405;+55 11 3871-1405;;;38715361;E925767A@EDUCACAO.SP.GOV.BR;+55 11 3871-5361;e925767a@educacao.sp.gov.br;03
CENTRO OESTE;65;RAPOSO TAVARES;1;08;35908400;OSWALDO WALDER PROFESSOR;Oswaldo Walder Professor;RUA SARA NEWTON;256;;JARDIM BOA VISTA;05583;030;05583-030;;;011;37824809;+55 11 3782-4809;;;37818089;E908400A@EDUCACAO.SP.GOV.BR;+55 11 3781-8089;e908400a@educacao.sp.gov.br;02
CENTRO OESTE;65;RAPOSO TAVARES;2;34;35082466;CENTRO ATEND SOCIOEDUC AO ADOLESCENTE AROEIRA 37 UI;Centro Atend Socioeduc Ao Adolescente Aroeira 37 Ui;RODOVIA RAPOSO TAVARES KM 19,5;SN;;JARDIM ARPOADOR;05577;300;05577-300;;;011;37816044;+55 11 3781-6044;;;;;;;01
CENTRO OESTE;67;RIO PEQUENO;1;08;35004200;ADOLFINO DE ARRUDA CASTANHO PROFESSOR;Adolfino De Arruda Castanho Professor;RUA PROFESSORA ANA MARIA LELIS DA SILVA;252;;RIO PEQUENO;05361;010;05361-010;;;011;37142998;+55 11 3714-2998;37687040;+55 11 3768-7040;37687040;E004200A@EDUCACAO.SP.GOV.BR;+55 11 3768-7040;e004200a@educacao.sp.gov.br;05
CENTRO OESTE;77;SAUDE;1;06;35985132;CEL JTO A EE RUI BLOEM;Cel Jto A Ee Rui Bloem;RUA DOS BOGARIS;244;;MIRANDOPOLIS;04047;020;04047-020;;;011;22754918;+55 11 2275-4918;55945713;+55 11 5594-5713;22754918;E004832A@EDUCACAO.SP.GOV.BR;+55 11 2275-4918;e004832a@educacao.sp.gov.br;02
CENTRO OESTE;94;VILA SONIA;1;08;35004194;ADALGIZA SEGURADO DA SILVEIRA PROFESSORA;Adalgiza Segurado Da Silveira Professora;AVENIDA PROFESSOR GIOIA MARTINS;686;;JARDIM MONTE KEMEL;05632;020;05632-020;;;011;37422697;+55 11 3742-2697;37737830;+55 11 3773-7830;37737830;E004194A@EDUCACAO.SP.GOV.BR;+55 11 3773-7830;e004194a@educacao.sp.gov.br;04
SUL 2;19;CAPAO REDONDO;1;08;35005009;BEATRIZ DE QUADROS LEME PROFESSORA;Beatriz De Quadros Leme Professora;RUA PROFESSOR GASTAO RAMOS;03;;PARQUE FERNANDA;05888;160;05888-160;;;011;58215444;+55 11 5821-5444;;;58217636;E005009A@EDUCACAO.SP.GOV.BR;+55 11 5821-7636;e005009a@educacao.sp.gov.br;06
SUL 2;19;CAPAO REDONDO;1;08;35036298;JOAO SUSSUMU HIRATA DEPUTADO;Joao Sussumu Hirata Deputado;RUA COMENDADOR ANTUNES DOS SANTOS;936;;CAPAO REDONDO;05861;260;05861-260;;;011;55113353;+55 11 5511-3353;;;55122155;E036298A@EDUCACAO.SP.GOV.BR;+55 11 5512-2155;e036298a@educacao.sp.gov.br;03
SUL 2;19;CAPAO REDONDO;1;08;35461313;FEITICO DA VILA;Feitico Da Vila;R LUAR DO SERTAO;SN;;CHACARA SANTA MARIA;05879;450;05879-450;;;011;58719460;+55 11 5871-9460;;;;E461313A@EDUCACAO.SP.GOV.BR;;e461313a@educacao.sp.gov.br;07
SUL 2;19;CAPAO REDONDO;1;08;35902640;JORGE ANDRADE;Jorge Andrade;RUA DOUTOR BENEDITO MATARAZZO;5B;;PARQUE MARIA HELENA;05854;090;05854-090;;;011;55114190;+55 11 5511-4190;;;55121766;E902640A@EDUCACAO.SP.GOV.BR;+55 11 5512-1766;e902640a@educacao.sp.gov.br;03
SUL 2;19;CAPAO REDONDO;1;08;35908373;MAUD SA DE MIRANDA MONTEIRO PROFESSORA;Maud Sa De Miranda Monteiro Professora;R FALKENBERG;240;;JARDIM COMERCIAL;05885;240;05885-240;;;011;58218659;+55 11 5821-8659;;;58211626;E908373A@EDUCACAO.SP.GOV.BR;+55 11 5821-1626;e908373a@educacao.sp.gov.br;08
